"css-175oi2r href","css-9pa8cd src","css-1jxf684","r-4qtqp9 src","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","r-4qtqp9 src 2","css-1jxf684 9","css-1jxf684 10","r-4qtqp9 src 3","css-1jxf684 11","css-1jxf684 12","css-146c3p1 2","css-1jxf684 href 4","css-1jxf684 14","css-9pa8cd src 3","r-1p0dtai src"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050176518488543640","May 1","aduhhh nangis ini mahh aku liatnya juga","𝚈𝚞","","7","https://x.com/jojijibeomsukyu/status/2050176518488543640/analytics","326","","","Fan account","","","#SMTR25","From","","0:03 / 0:31","https://pbs.twimg.com/profile_images/1952080114533253120/Fwh0FNQ2_normal.jpg","blob:https://x.com/411fd28a-febb-45b2-bc14-957541560747"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050985349120475596","May 4","TUAN MUDAA TOLONG DENGAR SUARA RAKYAT KECILMU INIIII","","","8","https://x.com/jojijibeomsukyu/status/2050985349120475596/analytics","284","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","#NICHOLAS","","","","https://pbs.twimg.com/ext_tw_video_thumb/2050985327687610368/pu/img/WwdO4TEL7_dfSHfv.jpg","blob:https://x.com/a713b1ba-5f8f-4d37-8fa0-2c23905b0e72"
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2052755532943880373","5h","Untuk nomer IM3 karena berkaitan dengan privasi Kakak aku sarankan untuk diinformasikan melalui DM ya Kak. ^Nuhi","","","1","https://x.com/indosat/status/2052755532943880373/analytics","41","","","","","","","Replying to","https://x.com/Sleafig_0110","@Sleafig_0110","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050175552901042179","May 1","Wahhhh gila sihhhh","","","1","https://x.com/jojijibeomsukyu/status/2050175552901042179/analytics","251","","5","Fan account","","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050169978608091136/img/MxCFbsXUvlbegDX3.jpg","blob:https://x.com/ac7dd060-871f-4904-9d4d-b675df8a298c"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050985349120475596","May 4","TUAN MUDAA TOLONG DENGAR SUARA RAKYAT KECILMU INIIII","","","8","https://x.com/jojijibeomsukyu/status/2050985349120475596/analytics","284","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","#NICHOLAS","","","","","blob:https://x.com/a713b1ba-5f8f-4d37-8fa0-2c23905b0e72"
"https://x.com/nrrnisa","https://pbs.twimg.com/profile_images/2052353754385805312/T2EpX53D_normal.jpg","Bambang Indosat","","@nrrnisa","·","https://x.com/nrrnisa/status/2052779727732232596","3h","OH LIMIT AOWMOWKAO","","","1","https://x.com/nrrnisa/status/2052779727732232596/analytics","9","","","","","and","@diaaargh","Replying to","https://x.com/nrrnisa","@nrrnisa","",""
"https://x.com/nrrnisa","https://pbs.twimg.com/profile_images/2052353754385805312/T2EpX53D_normal.jpg","Bambang Indosat","","@nrrnisa","·","https://x.com/nrrnisa/status/2052731252206387497","6h","Do you have an event coming up soon? Cause honestly, losing 5kg in 2 weeks is pretty dangerous/unhealthy (especially for us girls). But if you have to, make sure to get back to “the right track” once you’re done","","I’d suggest more cardio and intermittent fasting for now","","https://x.com/nrrnisa/status/2052731252206387497/analytics","717","https://abs.twimg.com/emoji/v2/svg/1f497.svg","","","","","","Replying to","https://x.com/liliesislosing","@liliesislosing","",""
"https://x.com/nrrnisa","https://pbs.twimg.com/profile_images/2052353754385805312/T2EpX53D_normal.jpg","Bambang Indosat","","@nrrnisa","·","https://x.com/nrrnisa/status/2052779680319819969","3h","Sini sebiji","","","1","https://x.com/nrrnisa/status/2052779680319819969/analytics","11","","","","","","","Replying to","https://x.com/diaaargh","@diaaargh","",""
"https://x.com/tickvet","https://pbs.twimg.com/profile_images/1583834537821249536/dbUthfhT_normal.png","Kuota isat xl tsel tri indosat im3 cv convert","","@tickvet","·","https://x.com/tickvet/status/2048326275367100557","Apr 26","Open tukar pulsa ke saldo uang 

RATE cv convert","Indosat","tri 3 isat xl : 0,85 - 0,87
Tsel telkomsel : 0,80 -  0,82

Chat keisini","","https://x.com/tickvet/status/2048326275367100557/analytics","215","","","@DHEANDELION","","","#zonauang️","","","","",""
"https://x.com/rosetcre","https://pbs.twimg.com/profile_images/1937699520701431810/3HTJyx5q_normal.jpg","RÉ | MT aft DM","","@rosetcre","·","https://x.com/rosetcre/status/2052561625505509477","17h","Pake lebih dari 1 provider, beberapa provider makin lama di pake makin mahal harganya, jadi switch dulu ke provider lain. Aku pake","Indosat",", XL, Telkomsel, 100rb dapet 40 - 50 GB","2","https://x.com/rosetcre/status/2052561625505509477/analytics","151","","","","","","","Replying to","https://x.com/tanyarlfes","@tanyarlfes","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052219019625943320","May 7","nyaamm kliatan enaakk","","","1","https://x.com/keedehara/status/2052219019625943320/analytics","22","","1","","","","","Replying to","https://x.com/SecretlyInsane4","@SecretlyInsane4","",""
"https://x.com/patsyhaa","https://pbs.twimg.com/profile_images/2049930102784626688/MKf1PYAy_normal.jpg","patt","","@patsyhaa","·","https://x.com/patsyhaa/status/2050559200959529294","May 2","Jd gini, kami dr pusat","indosat","ingin konfirmasi ulang nomor telp anda dan no WA untuk vertifikasi. Jd mas, 08 brp yaah?","1","https://x.com/patsyhaa/status/2050559200959529294/analytics","43","","","","","チョコ","","Jul 10, 2025","","Quote","https://pbs.twimg.com/profile_images/1859885830753701888/jbBld-ZM_mini.jpg",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050985349120475596","May 4","TUAN MUDAA TOLONG DENGAR SUARA RAKYAT KECILMU INIIII","","","8","https://x.com/jojijibeomsukyu/status/2050985349120475596/analytics","284","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f64f-1f3fb.svg","","#NICHOLAS","","","","","blob:https://x.com/a713b1ba-5f8f-4d37-8fa0-2c23905b0e72"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050175552901042179","May 1","Wahhhh gila sihhhh","From","","1","https://x.com/jojijibeomsukyu/status/2050175552901042179/analytics","251","","5","Fan account","","머지","#SMTR25","","","","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/ac7dd060-871f-4904-9d4d-b675df8a298c"
"https://x.com/wiavetoearth","https://pbs.twimg.com/profile_images/2034606415751626753/Dgw-dZhw_normal.jpg","Evan Indosat.","","@wiavetoearth","·","https://x.com/wiavetoearth/status/2052759441473458268","4h","Sebenernya gue lebih merasa ini kayak KKN.","","","","https://x.com/wiavetoearth/status/2052759441473458268/analytics","28","","","","","","","Replying to","https://x.com/wiavetoearth","@wiavetoearth","",""
"https://x.com/signatureoreo","https://pbs.twimg.com/profile_images/1850050824275361792/MmmYwC5q_normal.jpg","baby","","@signatureoreo","·","https://x.com/signatureoreo/status/2051292242749620550","May 4","Jaringan","indosat","lemot gak sih akhir akhir ini?","1","https://x.com/signatureoreo/status/2051292242749620550/analytics","181","https://abs.twimg.com/emoji/v2/svg/1f972.svg","4","","","","","","","","",""
"https://x.com/bluewoonishere","https://pbs.twimg.com/profile_images/1727922940430499840/SjGkNboi_normal.jpg","rara indosat","","@bluewoonishere","·","https://x.com/bluewoonishere/status/2050943739934462345","May 3","tapi gakuat melek ngantuk banget","","","1","https://x.com/bluewoonishere/status/2050943739934462345/analytics","7","","","","","and","@greoatest","Replying to","https://x.com/retjanisme","@retjanisme","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050564647326298275","May 2","WKWKKWKWWKK TWICEEEE","","","1","https://x.com/jojijibeomsukyu/status/2050564647326298275/analytics","105","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","Fan account","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050517233169043456/img/YjAkCB2ZvAB9gNeR.jpg","blob:https://x.com/262f0fb2-154b-4651-a293-f7efb96d3f09"
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2052745876171276601","5h","Hai Kak, mohon maaf atas yang dialami. Pastikan sebelumnya nomor masih aktif dengan cek masa aktif melalui menu *888# atau myIM3. Kemudian coba off on Hp nya, dan jika masih sama infokan nomor IM3 serta detail lokasi melalui DM kami ya Kak. Salam^Bobi","","","","https://x.com/indosat/status/2052745876171276601/analytics","30","","","","","","","Replying to","https://x.com/emble953574","@emble953574","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050175552901042179","May 1","Wahhhh gila sihhhh","머지","","1","https://x.com/jojijibeomsukyu/status/2050175552901042179/analytics","251","","5","Fan account","","","#SMTR25","From","","","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/ac7dd060-871f-4904-9d4d-b675df8a298c"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2052534161660158299","19h","Buah jatuh ga jauh dari pohonnya.","","","3","https://x.com/jojijibeomsukyu/status/2052534161660158299/analytics","419","","","Fan account","","and","@twsberrysai","Replying to","https://x.com/cloverishael","@cloverishael","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052689505820491918","9h","jewaa timksi ya","","","","https://x.com/keedehara/status/2052689505820491918/analytics","18","https://abs.twimg.com/emoji/v2/svg/1faf6.svg","","","","","","Replying to","https://x.com/dlunatsuki","@dlunatsuki","",""
"https://x.com/TheRingOfPowers","https://pbs.twimg.com/profile_images/2025099801789153280/OyLSZMch_normal.jpg","Warung Kopi Mang Darman","","@TheRingOfPowers","·","https://x.com/TheRingOfPowers/status/2052697167991861658","9h","6000 esemka, 140 investor asing IKN, buyback","indosat",", ijazah palsu. Kerahkan buzer baik yang kroco dan yang anggota psi untuk serang JK alihkan kasus ijazah palsu.
Untung rakyat Indonesia sudah ga seperti 10 tahun lalu","and 3 others","https://x.com/TheRingOfPowers/status/2052697167991861658/analytics","65","https://abs.twimg.com/emoji/v2/svg/1f605.svg","","","","","@Anak__Ogi","Replying to","https://x.com/nimo_geron","@nimo_geron","",""
"https://x.com/Braryonata_","https://pbs.twimg.com/profile_images/2045309262029860864/7dST9R1q_normal.jpg","kuromi 쿠로미","","@Braryonata_","·","https://x.com/Braryonata_/status/2050228478700871837","May 1","Aku juga tinggal di semarang nder .. pakai wifi dr","indosat","nih .. hrganya murah dan sinyal stabil","1","https://x.com/Braryonata_/status/2050228478700871837/analytics","261","","1","","","","","Replying to","https://x.com/tanyarlfes","@tanyarlfes","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050168967860555807","May 1","AKHIRNYA NEMU YANG KASSHOOOO","","","1","https://x.com/jojijibeomsukyu/status/2050168967860555807/analytics","17","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","","","","https://pbs.twimg.com/amplify_video_thumb/2050168362966339584/img/yjOCvb9pQNhHbtba.jpg","blob:https://x.com/77aecb86-d92d-4c29-9fcc-ca6ed3a0af3f"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050564647326298275","May 2","WKWKKWKWWKK TWICEEEE","haminaina","","1","https://x.com/jojijibeomsukyu/status/2050564647326298275/analytics","105","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","Fan account","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","#SMTR25","From","","0:01 / 0:28","https://pbs.twimg.com/profile_images/2045014067526725632/qD24eIu6_normal.jpg","blob:https://x.com/262f0fb2-154b-4651-a293-f7efb96d3f09"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052716700576141399","7h","wkwkakakaka suaranya lucu bgt kak cit","","","1","https://x.com/keedehara/status/2052716700576141399/analytics","31","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","2","","","","","Replying to","https://x.com/aeicitera","@aeicitera","",""
"https://x.com/nasgorgornas","https://pbs.twimg.com/profile_images/1877707745451008000/DSupKqV2_normal.jpg","ɴᴀꜱɪ ɢᴏʀᴇɴɢ ᴛᴀɴᴘᴀ ᴋᴇᴄᴀᴘ","","@nasgorgornas","·","https://x.com/nasgorgornas/status/2052375851107594418","May 7","Bagusan gerai","indosat","pelayanannya mantab","1","https://x.com/nasgorgornas/status/2052375851107594418/analytics","42","","","","","","","Replying to","https://x.com/priveabil","@priveabil","",""
"https://x.com/geminiurbae","https://pbs.twimg.com/profile_images/2051335830510374912/__8-lsNE_normal.jpg","dew.","","@geminiurbae","·","https://x.com/geminiurbae/status/2049185005155631264","Apr 29","“i heard ppl shipping us”   “i know, i started it”","Translated from Thai","#dewtee","7","https://x.com/geminiurbae/status/2049185005155631264/analytics","1.1K","","114","Parody account","","B̶E̶L̶L̶A̶X̶M̶I̶T̶R̶A̶","","Apr 28","","Quote","https://pbs.twimg.com/profile_images/1703799130605379584/CEtgy-RM_mini.jpg",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050168967860555807","May 1","AKHIRNYA NEMU YANG KASSHOOOO","From","","1","https://x.com/jojijibeomsukyu/status/2050168967860555807/analytics","17","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","","","","https://pbs.twimg.com/profile_images/1912512687797325825/7kkwywLn_normal.jpg","blob:https://x.com/77aecb86-d92d-4c29-9fcc-ca6ed3a0af3f"
"https://x.com/jekeysgurls","https://pbs.twimg.com/profile_images/2052801266544427008/hnUXAdRJ_normal.jpg","jeizy | app prem & acc 200++ testi ᯓ★","","@jekeysgurls","·","https://x.com/jekeysgurls/status/2052807212024938851","1h","LUCU BGT SUNGHOON","INDOSAT","","","https://x.com/jekeysgurls/status/2052807212024938851/analytics","12","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","","","","","","","",""
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2052741068676841598","6h","Maaf untuk pengalamannya ya. Aku sudah bantu balas chat Kakak melalui DM. Yuk bisa cek DM sekarang. Terima kasih ^Nami","","","1","https://x.com/indosat/status/2052741068676841598/analytics","28","","","","","","","Replying to","https://x.com/Sleafig_0110","@Sleafig_0110","",""
"https://x.com/nrrnisa","https://pbs.twimg.com/profile_images/2052353754385805312/T2EpX53D_normal.jpg","Bambang Indosat","","@nrrnisa","·","https://x.com/nrrnisa/status/2052771713361031465","4h","Permen Ting-Ting sekarang kecil bangettt","","","1","https://x.com/nrrnisa/status/2052771713361031465/analytics","17","","","","","","","","","","",""
"https://x.com/potarisweatt","https://pbs.twimg.com/profile_images/2027687365532372992/TSPWYny8_normal.jpg","tari","","@potarisweatt","·","https://x.com/potarisweatt/status/2048947773257740576","Apr 28","knp lemot bgt dr kemaren hft","indosat","","2","https://x.com/potarisweatt/status/2048947773257740576/analytics","141","","","","","","","","","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052058072949150103","May 6","lucu gemas mbul bima tolong geprek dia","","","14","https://x.com/keedehara/status/2052058072949150103/analytics","130","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","","","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","𝙖𝙞𝙪☼☽【𝙆𝙍𝘽𝙏】","","May 6","","Quote","https://pbs.twimg.com/profile_images/2034246784663576576/zGfUm9hd_mini.jpg","blob:https://x.com/725761c3-da6c-47fe-a637-cf9f06feefb3"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052717167955841400","7h","jir trimkasih sdah mngingatkan","","","","https://x.com/keedehara/status/2052717167955841400/analytics","11","https://abs.twimg.com/emoji/v2/svg/1f494.svg","","","","","","Replying to","https://x.com/alhaitamr","@alhaitamr","",""
"https://x.com/critpy","https://pbs.twimg.com/profile_images/1938596706008088576/35_wpIpv_normal.jpg","","https://abs.twimg.com/emoji/v2/svg/1f352.svg","@critpy","·","https://x.com/critpy/status/2050084013302567069","May 1","drop pl kuota","indosat","","5","https://x.com/critpy/status/2050084013302567069/analytics","307","","1","","","","#zonauang","","","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051864117888311450","May 6","selamaaaaattt pppppaaagi","","","7","https://x.com/keedehara/status/2051864117888311450/analytics","150","","5","","","","","","","","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050186797976895555","May 1","Bahagia in kita kitaa yaa selama satu bulan iniii kita lagi mau buka ruang ikhlas buat nanti debut kaliannn","","","1","https://x.com/jojijibeomsukyu/status/2050186797976895555/analytics","251","","6","Fan account","","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050185207354195968/img/q1w-3dlOnt4TXaym.jpg","blob:https://x.com/9b442c5b-9b94-4dab-8e35-244935f60b06"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050168967860555807","May 1","AKHIRNYA NEMU YANG KASSHOOOO","","","1","https://x.com/jojijibeomsukyu/status/2050168967860555807/analytics","17","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","Fan account","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","From","","","https://pbs.twimg.com/profile_images/1912512687797325825/7kkwywLn_normal.jpg","blob:https://x.com/77aecb86-d92d-4c29-9fcc-ca6ed3a0af3f"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052058072949150103","May 6","lucu gemas mbul bima tolong geprek dia","0:09","","14","https://x.com/keedehara/status/2052058072949150103/analytics","130","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","","","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","𝙖𝙞𝙪☼☽【𝙆𝙍𝘽𝙏】","","May 6","","Quote","https://pbs.twimg.com/profile_images/2034246784663576576/zGfUm9hd_mini.jpg","blob:https://x.com/725761c3-da6c-47fe-a637-cf9f06feefb3"
"https://x.com/nrrnisa","https://pbs.twimg.com/profile_images/2052353754385805312/T2EpX53D_normal.jpg","Bambang Indosat","","@nrrnisa","·","https://x.com/nrrnisa/status/2050129739852271951","May 1","Kan enak diliatnya kalau vote dekor tuh sama2 bagus kayak gini, kalau dekor niat vs dekor gak niat sangat gak apple to apple","","","2","https://x.com/nrrnisa/status/2050129739852271951/analytics","170","https://abs.twimg.com/emoji/v2/svg/1f629.svg","1","","","","","","","","",""
"https://x.com/tanyakanrl","https://pbs.twimg.com/profile_images/1980598133001175040/0Bs5vDOY_normal.jpg","Tanyarl","https://abs.twimg.com/emoji/v2/svg/1f49a.svg","@tanyakanrl","·","https://x.com/tanyakanrl/status/2038361819018830268","Mar 30","rencana mau beli kartu baru ni gw, kasih rekomen dong mending XL,","indosat",", telkomsel atau apaan?","54","https://x.com/tanyakanrl/status/2038361819018830268/analytics","13K","https://abs.twimg.com/emoji/v2/svg/1f49a.svg","1","Automated by","","@CPtanyarl","","","","","",""
"https://x.com/si_sukajajan","https://pbs.twimg.com/profile_images/1876461145164529664/JZ582iod_normal.jpg","apin 2 (indosat)","","@si_sukajajan","·","https://x.com/si_sukajajan/status/2052707259944472720","8h","tianlala biar gk manis bgt gmn yah..","","","1","https://x.com/si_sukajajan/status/2052707259944472720/analytics","10","","","","","","","Replying to","https://x.com/drivnghome","@drivnghome","",""
"https://x.com/chnywy","https://pbs.twimg.com/profile_images/1965699839704133632/vNA70s79_normal.jpg","Awry","","@chnywy","·","https://x.com/chnywy/status/2052645909293654061","12h","kalo kuota aku biasa beli paket","Indosat","1TB setahun, lebih murah daripada yang perbulan menurutku","7","https://x.com/chnywy/status/2052645909293654061/analytics","5.8K","","12","","","","","Replying to","https://x.com/tanyakanrl","@tanyakanrl","",""
"https://x.com/bluewoonishere","https://pbs.twimg.com/profile_images/1727922940430499840/SjGkNboi_normal.jpg","rara indosat","","@bluewoonishere","·","https://x.com/bluewoonishere/status/2052220934761902243","May 7","Aku juga banyak kacaunya, ada badai yang belum bisa kuredakan. Jika hari ini kamu melihatku begitu tenang, percayalah aku sudah ngopi.","","","3","https://x.com/bluewoonishere/status/2052220934761902243/analytics","24","","","","","Sore, Langit!","","May 6","","Quote","https://pbs.twimg.com/profile_images/1948671424735916032/FNGPslBp_mini.jpg",""
"https://x.com/Jokotole24","https://pbs.twimg.com/profile_images/1963479122191269889/gUyZl1Vy_normal.jpg","Warga Sipil biasa","","@Jokotole24","·","https://x.com/Jokotole24/status/2051274408619364605","May 4","makasih banyak lah sudah bekerja sebaik mungkin walaupun ngeselin pelanggan","","","1","https://x.com/Jokotole24/status/2051274408619364605/analytics","31","","1","@indosatim3","","@indosat","","Replying to","https://x.com/Jokotole24","@Jokotole24","",""
"https://x.com/erigomsz","https://pbs.twimg.com/profile_images/1971642630594605057/1QFem9Us_normal.jpg","nikeeeng—✮⋆˙","","@erigomsz","·","https://x.com/erigomsz/status/2050236381453336721","May 1","Kuliah Lapangan M’23","Indosa","jd KL kmren aku dpet yg tujuannya ke PT Marifood sama PT","2","https://x.com/erigomsz/status/2050236381453336721/analytics","99","https://abs.twimg.com/emoji/v2/svg/2b50.svg","","","https://abs.twimg.com/emoji/v2/svg/1faf0-1f3fb.svg","","","","","","https://pbs.twimg.com/media/HHPnCi7bcAA29Yp?format=jpg&name=360x360",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052058072949150103","May 6","lucu gemas mbul bima tolong geprek dia","0:02 / 0:11","","14","https://x.com/keedehara/status/2052058072949150103/analytics","130","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","","","https://abs.twimg.com/emoji/v2/svg/1f4a5.svg","𝙖𝙞𝙪☼☽【𝙆𝙍𝘽𝙏】","","May 6","","Quote","https://pbs.twimg.com/profile_images/2034246784663576576/zGfUm9hd_mini.jpg","blob:https://x.com/725761c3-da6c-47fe-a637-cf9f06feefb3"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050186797976895555","May 1","Bahagia in kita kitaa yaa selama satu bulan iniii kita lagi mau buka ruang ikhlas buat nanti debut kaliannn","머지","","1","https://x.com/jojijibeomsukyu/status/2050186797976895555/analytics","251","","6","Fan account","","","#SMTR25","From","","0:01 / 0:06","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/9b442c5b-9b94-4dab-8e35-244935f60b06"
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2050221512469143797","May 1","Hai Kak Jia, maaf atas pengalamannya, bisa infokan nomor terkendala dan capture transaksi pembelian paketnya untuk pengecekan lanjut melalui DM. Aku sarankan coba cek kembali pesan SMS yang dikirim dari","Indosat",". Terima kasih^Arsa","","https://x.com/indosat/status/2050221512469143797/analytics","92","","","","","","","Replying to","https://x.com/easyaespa","@easyaespa","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052686929800704495","9h","hmpphh egk ska dites tes ama ningen","","","1","https://x.com/keedehara/status/2052686929800704495/analytics","12","https://abs.twimg.com/emoji/v2/svg/1f624.svg","","","https://abs.twimg.com/emoji/v2/svg/1f44e.svg","","","Replying to","https://x.com/illstfelaa","@illstfelaa","",""
